name,product,location,unit,cost_class,year,scenario,price,currency,price_year,original_price,original_currency,original_price_year,source,conversion_source,trajectory_basis,interpolation,status,notes
"market for wastewater, unpolluted","wastewater, unpolluted",RoW,cubic meter,op,2040,REMIND-EU_SSP2-NDC,-0.003,EUR_2025,2025,,,,European wastewater tariff proxy,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant proxy,linear,PROXY,Negative service price with negative waste-output exchange
"market for wastewater, unpolluted","wastewater, unpolluted",RoW,cubic meter,op,2050,REMIND-EU_SSP2-NDC,-0.003,EUR_2025,2025,,,,European wastewater tariff proxy,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant proxy,linear,PROXY,Negative service price with negative waste-output exchange
"market for water, deionised","water, deionised",Europe without Switzerland,kilogram,op,2020,REMIND-EU_SSP2-NDC,0.002,EUR_2025,2025,,,,European industrial-water tariff proxy,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant proxy,linear,PROXY,
"market for water, deionised","water, deionised",Europe without Switzerland,kilogram,op,2030,REMIND-EU_SSP2-NDC,0.002,EUR_2025,2025,,,,European industrial-water tariff proxy,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant proxy,linear,PROXY,
"market for water, deionised","water, deionised",Europe without Switzerland,kilogram,op,2040,REMIND-EU_SSP2-NDC,0.002,EUR_2025,2025,,,,European industrial-water tariff proxy,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant proxy,linear,PROXY,
"market for water, deionised","water, deionised",Europe without Switzerland,kilogram,op,2050,REMIND-EU_SSP2-NDC,0.002,EUR_2025,2025,,,,European industrial-water tariff proxy,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant proxy,linear,PROXY,
"treatment of spent anion exchange resin from potable water production, municipal incineration",spent anion exchange resin from potable water production,GLO,kilogram,op,2020,REMIND-EU_SSP2-NDC,-0.5,EUR_2025,2025,,,,Generic hazardous-treatment proxy,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant proxy,linear,PROXY,Negative service price with negative waste-output exchange
"treatment of spent anion exchange resin from potable water production, municipal incineration",spent anion exchange resin from potable water production,GLO,kilogram,op,2030,REMIND-EU_SSP2-NDC,-0.5,EUR_2025,2025,,,,Generic hazardous-treatment proxy,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant proxy,linear,PROXY,Negative service price with negative waste-output exchange
"treatment of spent anion exchange resin from potable water production, municipal incineration",spent anion exchange resin from potable water production,GLO,kilogram,op,2040,REMIND-EU_SSP2-NDC,-0.5,EUR_2025,2025,,,,Generic hazardous-treatment proxy,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant proxy,linear,PROXY,Negative service price with negative waste-output exchange
"treatment of spent anion exchange resin from potable water production, municipal incineration",spent anion exchange resin from potable water production,GLO,kilogram,op,2050,REMIND-EU_SSP2-NDC,-0.5,EUR_2025,2025,,,,Generic hazardous-treatment proxy,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant proxy,linear,PROXY,Negative service price with negative waste-output exchange
market for butane,butane,RoW,kilogram,op,2020,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for butane,butane,RoW,kilogram,op,2030,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for butane,butane,RoW,kilogram,op,2040,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for butane,butane,RoW,kilogram,op,2050,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for compressed air, 700 kPa gauge","compressed air, 700 kPa gauge",RER,cubic meter,op,2020,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for compressed air, 700 kPa gauge","compressed air, 700 kPa gauge",RER,cubic meter,op,2030,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for compressed air, 700 kPa gauge","compressed air, 700 kPa gauge",RER,cubic meter,op,2040,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for compressed air, 700 kPa gauge","compressed air, 700 kPa gauge",RER,cubic meter,op,2050,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for diesel,diesel,DEU,kilogram,op,2020,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for diesel,diesel,DEU,kilogram,op,2030,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for diesel,diesel,DEU,kilogram,op,2040,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for diesel,diesel,DEU,kilogram,op,2050,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for ethane,ethane,RoW,kilogram,op,2020,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for ethane,ethane,RoW,kilogram,op,2030,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for ethane,ethane,RoW,kilogram,op,2040,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for ethane,ethane,RoW,kilogram,op,2050,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for hazardous waste, for incineration","hazardous waste, for incineration",CH,kilogram,op,2020,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for hazardous waste, for incineration","hazardous waste, for incineration",CH,kilogram,op,2030,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for hazardous waste, for incineration","hazardous waste, for incineration",CH,kilogram,op,2040,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for hazardous waste, for incineration","hazardous waste, for incineration",CH,kilogram,op,2050,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for hazardous waste, for underground deposit","hazardous waste, for underground deposit",RER,kilogram,op,2020,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for hazardous waste, for underground deposit","hazardous waste, for underground deposit",RER,kilogram,op,2030,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for hazardous waste, for underground deposit","hazardous waste, for underground deposit",RER,kilogram,op,2040,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for hazardous waste, for underground deposit","hazardous waste, for underground deposit",RER,kilogram,op,2050,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for inert waste, for final disposal","inert waste, for final disposal",CH,kilogram,op,2020,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for inert waste, for final disposal","inert waste, for final disposal",CH,kilogram,op,2030,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for inert waste, for final disposal","inert waste, for final disposal",CH,kilogram,op,2040,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for inert waste, for final disposal","inert waste, for final disposal",CH,kilogram,op,2050,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
market for methanol,methanol,RER w/o RU,kilogram,op,2020,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for methanol,methanol,RER w/o RU,kilogram,op,2030,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for methanol,methanol,RER w/o RU,kilogram,op,2040,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for methanol,methanol,RER w/o RU,kilogram,op,2050,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for naphtha,naphtha,RER,kilogram,op,2020,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for naphtha,naphtha,RER,kilogram,op,2030,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for naphtha,naphtha,RER,kilogram,op,2040,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for naphtha,naphtha,RER,kilogram,op,2050,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for natural gas liquids,natural gas liquids,RoW,kilogram,op,2020,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for natural gas liquids,natural gas liquids,RoW,kilogram,op,2030,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for natural gas liquids,natural gas liquids,RoW,kilogram,op,2040,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for natural gas liquids,natural gas liquids,RoW,kilogram,op,2050,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for nitrogen, liquid","nitrogen, liquid",RER,kilogram,op,2020,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for nitrogen, liquid","nitrogen, liquid",RER,kilogram,op,2030,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for nitrogen, liquid","nitrogen, liquid",RER,kilogram,op,2040,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for nitrogen, liquid","nitrogen, liquid",RER,kilogram,op,2050,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for propane,propane,RoW,kilogram,op,2020,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for propane,propane,RoW,kilogram,op,2030,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for propane,propane,RoW,kilogram,op,2040,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for propane,propane,RoW,kilogram,op,2050,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for refinery gas,refinery gas,GLO,kilogram,op,2020,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for refinery gas,refinery gas,GLO,kilogram,op,2030,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for refinery gas,refinery gas,GLO,kilogram,op,2040,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
market for refinery gas,refinery gas,GLO,kilogram,op,2050,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for sodium hydroxide, without water, in 50% solution state","sodium hydroxide, without water, in 50% solution state",RER,kilogram,op,2020,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for sodium hydroxide, without water, in 50% solution state","sodium hydroxide, without water, in 50% solution state",RER,kilogram,op,2030,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for sodium hydroxide, without water, in 50% solution state","sodium hydroxide, without water, in 50% solution state",RER,kilogram,op,2040,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for sodium hydroxide, without water, in 50% solution state","sodium hydroxide, without water, in 50% solution state",RER,kilogram,op,2050,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for wastewater, average","wastewater, average",CH,cubic meter,op,2020,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for wastewater, average","wastewater, average",CH,cubic meter,op,2030,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for wastewater, average","wastewater, average",CH,cubic meter,op,2040,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for wastewater, average","wastewater, average",CH,cubic meter,op,2050,REMIND-EU_SSP2-NDC,-1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,Negative service price with negative waste-output exchange
"market for water, deionised","water, deionised",CH,kilogram,op,2020,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for water, deionised","water, deionised",CH,kilogram,op,2030,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for water, deionised","water, deionised",CH,kilogram,op,2040,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market for water, deionised","water, deionised",CH,kilogram,op,2050,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market group for electricity, medium voltage","electricity, medium voltage",DEU,kilowatt hour,op,2020,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market group for electricity, medium voltage","electricity, medium voltage",DEU,kilowatt hour,op,2030,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market group for electricity, medium voltage","electricity, medium voltage",DEU,kilowatt hour,op,2040,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
"market group for electricity, medium voltage","electricity, medium voltage",DEU,kilowatt hour,op,2050,REMIND-EU_SSP2-NDC,1.0,EUR_2025,2025,,,,Technical placeholder; replace with researched steam-cracking input price,https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html,Real constant placeholder,linear,PLACEHOLDER,
